Fecha;Provincia;test_rapidos_total;test_rapidos_positivos;test_antigenos_total;test_antigenos_positivos;pcr_total;pcr_positivos;codigo_ine;total_pruebas;total_pruebas_positivas;test_porcentaje;pcr_porcentaje;porcentaje_total;sigla;antigenos_porcentaje
2024-06-25;Salamanca;62151;3993;298466;83656;432974;35895;37274;793591;123544;6.424675387363036;8.290336140276322;15.56771687178912;SA;28
2024-06-25;Segovia;44247;5256;181719;31653;243356;20297;40004;469322;57206;11.87877144213167;8.340455957527244;12.189072747495324;SE;17
2024-06-25;Palencia;43245;1623;236858;45983;239271;21905;34120;519374;69511;3.7530350329517863;9.154891315704788;13.38361180960156;PA;19
2024-06-25;Soria;42499;2778;109425;22679;174686;11428;42173;326610;36885;6.536624391162145;6.542023974445577;11.293285569945807;SO;20
2024-06-25;Zamora;41797;1943;169904;41120;249852;20901;49275;461553;63964;4.648658994664689;8.365352288554824;13.858430126117693;ZA;24
2024-06-25;Castilla y León;543172;32394;2732182;610833;3461831;281690;99999;6737185;924917;5.963856752557201;8.137023442218872;13.728537957618798;CyL;22
2024-06-25;Valladolid;88203;3707;574599;147723;775892;63379;47186;1438694;214809;4.202804893257599;8.168533765008531;14.930833102800179;VA;25
2024-06-24;Burgos;78461;4516;394417;92349;560503;41575;9059;1033381;138440;5.755725774588649;7.417444688074819;13.396801373356004;BU;23
2024-06-24;Salamanca;62151;3993;298427;83645;432974;35895;37274;793552;123533;6.424675387363036;8.290336140276322;15.5670957920842;SA;28
2024-06-24;Segovia;44247;5256;181707;31652;243356;20297;40004;469310;57205;11.87877144213167;8.340455957527244;12.189171336643156;SE;17
2024-06-24;Valladolid;88203;3707;574510;147709;775819;63368;47186;1438532;214784;4.202804893257599;8.167884519456212;14.93077665286556;VA;25
2024-06-24;Zamora;41797;1943;169863;41113;249828;20899;49275;461488;63955;4.648658994664689;8.365355364490771;13.85843185521617;ZA;24
2024-06-24;Castilla y León;543172;32394;2731701;610727;3461574;281659;99999;6736447;924780;5.963856752557201;8.136732018440167;13.728008251233922;CyL;22
2024-06-24;Ávila;47659;1998;212362;39771;198550;14285;5019;458571;56054;4.192282674835813;7.194661294384286;12.22362513111383;AV;18
2024-06-24;León;94910;6580;554204;105837;586628;52012;24089;1235742;164429;6.9328837846380775;8.866266185725877;13.306094637877486;LE;19
2024-06-24;Palencia;43245;1623;236810;45979;239248;21901;34120;519303;69503;3.7530350329517863;9.15409951180365;13.383901113608049;PA;19
2024-06-24;Soria;42499;2778;109401;22672;174668;11427;42173;326568;36877;6.536624391162145;6.542125632628759;11.292288282991597;SO;20
2024-06-23;Salamanca;62151;3993;298380;83630;432973;35895;37274;793504;123518;6.424675387363036;8.290355287743116;15.566147114570311;SA;28
2024-06-23;Valladolid;88203;3707;574425;147688;775751;63360;47186;1438379;214755;4.202804893257599;8.167569232911076;14.930348677226238;VA;25
2024-06-23;Zamora;41797;1943;169813;41105;249807;20896;49275;461417;63944;4.648658994664689;8.364857670121333;13.85818034446065;ZA;24
2024-06-23;Castilla y León;543166;32394;2731262;610624;3461360;281635;99999;6735788;924653;5.9639226313870894;8.136541706150185;13.727465888178191;CyL;22
2024-06-23;Ávila;47659;1998;212328;39764;198529;14281;5019;458516;56043;4.192282674835813;7.193407512252619;12.222692337890063;AV;18
2024-06-23;Segovia;44247;5256;181698;31650;243353;20297;40004;469298;57203;11.87877144213167;8.3405587767564;12.18905684660919;SE;17
2024-06-23;Burgos;78455;4516;394392;92344;560438;41569;9059;1033285;138429;5.756165955006055;7.417234377397679;13.396981471714001;BU;23
2024-06-23;León;94910;6580;554080;105804;586627;52012;24089;1235617;164396;6.9328837846380775;8.866281299701514;13.304770005592347;LE;19
2024-06-23;Palencia;43245;1623;236769;45970;239230;21900;34120;519244;69493;3.7530350329517863;9.154370271287046;13.38349600573141;PA;19
2024-06-23;Soria;42499;2778;109377;22669;174652;11425;42173;326528;36872;6.536624391162145;6.541579827313744;11.292140337122698;SO;20
2024-06-22;Ávila;47659;1998;212315;39761;198512;14278;5019;458486;56037;4.192282674835813;7.192512291448376;12.222183447259022;AV;18
2024-06-22;Palencia;43245;1623;236750;45963;239218;21899;34120;519213;69485;3.7530350329517863;9.154411457331806;13.382754283887344;PA;19
2024-06-22;Salamanca;62151;3993;298362;83625;432973;35895;37274;793486;123513;6.424675387363036;8.290355287743116;15.565870097266995;SA;28
2024-06-22;Burgos;78455;4516;394384;92342;560385;41565;9059;1033224;138423;5.756165955006055;7.417222088385664;13.397191702864045;BU;23
2024-06-22;Segovia;44247;5256;181698;31650;243353;20297;40004;469298;57203;11.87877144213167;8.3405587767564;12.18905684660919;SE;17
2024-06-22;Zamora;41797;1943;169793;41099;249798;20893;49275;461388;63935;4.648658994664689;8.363958078127126;13.85710074817724;ZA;24
2024-06-22;Castilla y León;543166;32394;2731084;610572;3461182;281617;99999;6735432;924583;5.9639226313870894;8.1364400947422;13.727152170788749;CyL;22
2024-06-22;León;94910;6580;554018;105783;586615;52012;24089;1235543;164375;6.9328837846380775;8.866462671428451;13.30386720656424;LE;19
2024-06-22;Soria;42499;2778;109362;22668;174638;11423;42173;326499;36869;6.536624391162145;6.540959012356989;11.292224478482323;SO;20
2024-06-22;Valladolid;88203;3707;574402;147681;775690;63355;47186;1438295;214743;4.202804893257599;8.16756694040145;14.93038632547565;VA;25
2024-06-21;Ávila;47659;1998;212301;39760;198502;14277;5019;458462;56035;4.192282674835813;7.192370857724355;12.222387024442591;AV;18
2024-06-21;Palencia;43245;1623;236729;45960;239197;21897;34120;519171;69480;3.7530350329517863;9.154379026492807;13.38287385081216;PA;19
2024-06-21;Salamanca;62151;3993;298344;83617;432972;35895;37274;793467;123505;6.424675387363036;8.290374435298355;15.56523459702798;SA;28
2024-06-21;Segovia;44247;5256;181693;31649;243351;20297;40004;469291;57202;11.87877144213167;8.34062732431755;12.189025572619121;SE;17
2024-06-21;León;94910;6580;553945;105765;586598;52010;24089;1235453;164355;6.9328837846380775;8.866378678413495;13.303217524260333;LE;19
2024-06-21;Zamora;41797;1943;169765;41095;249792;20893;49275;461354;63931;4.648658994664689;8.364158980271586;13.85725494956151;ZA;24
2024-06-21;Castilla y León;543166;32394;2730873;610529;3461022;281598;99999;6735061;924521;5.9639226313870894;8.136267264409183;13.72698777338468;CyL;22
2024-06-21;Burgos;78455;4516;394374;92340;560350;41560;9059;1033179;138416;5.756165955006055;7.416793075756225;13.397097695559046;BU;23
2024-06-21;Soria;42499;2778;109346;22667;174628;11421;42173;326473;36866;6.536624391162145;6.540188285956433;11.292204868396468;SO;20
2024-06-21;Valladolid;88203;3707;574376;147676;775632;63348;47186;1438211;214731;4.202804893257599;8.167275202673432;14.93042397812282;VA;25
2024-06-20;Soria;42499;2778;109309;22657;174614;11418;42173;326422;36853;6.536624391162145;6.538994582335896;11.289986581786767;SO;20
2024-06-20;Valladolid;88203;3707;574294;147657;775536;63338;47186;1438033;214702;4.202804893257599;8.166996760949846;14.930255425292744;VA;25
2024-06-20;Burgos;78455;4516;394344;92327;560287;41555;9059;1033086;138398;5.756165955006055;7.416734637783851;13.396561370495776;BU;23
2024-06-20;León;94909;6580;553769;105728;586562;52002;24089;1235240;164310;6.93295683233413;8.865558969043342;13.301868462808846;LE;19
2024-06-20;Segovia;44247;5256;181687;31646;243350;20297;40004;469284;57199;11.87877144213167;8.340661598520649;12.188568116534977;SE;17
2024-06-20;Zamora;41797;1943;169731;41087;249774;20892;49275;461302;63922;4.648658994664689;8.364361382689951;13.85686600101452;ZA;24
2024-06-20;Ávila;47659;1998;212277;39755;198485;14274;5019;458421;56027;4.192282674835813;7.1914754263546365;12.221735042679109;AV;18
2024-06-20;Palencia;43245;1623;236681;45951;239178;21893;34120;519104;69467;3.7530350329517863;9.15343384424989;13.382096843792382;PA;19
2024-06-20;Salamanca;62151;3993;298296;83606;432971;35894;37274;793418;123493;6.424675387363036;8.290162620591216;15.564683432944552;SA;28
2024-06-20;Castilla y León;543165;32394;2730388;610414;3460757;281563;99999;6734310;924371;5.963933611333572;8.135878942092727;13.726291186476416;CyL;22
2024-06-19;Palencia;43245;1623;236634;45945;239168;21892;34120;519047;69460;3.7530350329517863;9.153398447952904;13.382217795305628;PA;19
2024-06-19;Valladolid;88203;3707;574181;147624;775451;63333;47186;1437835;214664;4.202804893257599;8.167247189055143;14.929668564195476;VA;25
2024-06-19;Zamora;41797;1943;169688;41076;249747;20890;49275;461232;63909;4.648658994664689;8.364464838416477;13.856150483921322;ZA;24
2024-06-19;Castilla y León;543162;32393;2729841;610273;3460523;281547;99999;6733526;924213;5.963782444279976;8.135966731040366;13.725542902782287;CyL;22
2024-06-19;León;94909;6580;553592;105689;586548;52001;24089;1235049;164270;6.93295683233413;8.865600087290384;13.300686855339341;LE;19
2024-06-19;Salamanca;62151;3993;298244;83590;432970;35894;37274;793365;123477;6.424675387363036;8.290181767789916;15.563706490707304;SA;28
2024-06-19;Segovia;44247;5256;181676;31638;243346;20297;40004;469269;57191;11.87877144213167;8.340798698149959;12.187252940211264;SE;17
2024-06-19;Ávila;47659;1998;212240;39745;198461;14273;5019;458360;56016;4.192282674835813;7.191841218173847;12.220961689501701;AV;18
2024-06-19;Burgos;78452;4515;394309;92319;560232;41549;9059;1032993;138383;5.7551114057003;7.416391780548058;13.396315367093484;BU;23
2024-06-19;Soria;42499;2778;109277;22647;174600;11418;42173;326376;36843;6.536624391162145;6.5395189003436425;11.288513861313332;SO;20
2024-06-18;Palencia;43245;1623;236583;45936;239146;21889;34120;518974;69448;3.7530350329517863;9.152986041999448;13.381787912303892;PA;19
2024-06-18;Castilla y León;543162;32393;2729388;610174;3460260;281510;99999;6732810;924077;5.963782444279976;8.13551582829036;13.724982585280143;CyL;22
2024-06-18;León;94909;6580;553464;105664;586520;51998;24089;1234893;164242;6.93295683233413;8.86551183250358;13.300099684750014;LE;19
2024-06-18;Salamanca;62151;3993;298201;83584;432967;35894;37274;793319;123471;6.424675387363036;8.290239209916692;15.563852624228087;SA;28
2024-06-18;Segovia;44247;5256;181660;31633;243344;20297;40004;469251;57186;11.87877144213167;8.34086724965481;12.186654903239418;SE;17
2024-06-18;Valladolid;88203;3707;574085;147594;775376;63321;47186;1437664;214622;4.202804893257599;8.166489548296568;14.928522937209252;VA;25
2024-06-18;Zamora;41797;1943;169639;41066;249729;20886;49275;461165;63895;4.648658994664689;8.363465997140901;13.855127774223977;ZA;24
2024-06-18;Ávila;47659;1998;212213;39742;198445;14268;5019;458317;56008;4.192282674835813;7.189901484038399;12.220362762018429;AV;18
2024-06-18;Burgos;78452;4515;394288;92315;560157;41541;9059;1032897;138371;5.7551114057003;7.41595659788238;13.39639867285896;BU;23
2024-06-18;Soria;42499;2778;109255;22640;174576;11416;42173;326330;36834;6.536624391162145;6.5392722940152135;11.28734716391383;SO;20
2024-06-17;Ávila;47659;1997;212176;39733;198424;14263;5019;458259;55993;4.190184435258818;7.188142563399588;12.218636186086908;AV;18
2024-06-17;León;94909;6580;553305;105631;586492;51994;24089;1234706;164205;6.93295683233413;8.865253063980411;13.29911736073203;LE;19
2024-06-17;Palencia;43245;1622;236546;45930;239130;21887;34120;518921;69439;3.7507226268932827;9.152762095931083;13.381420293262366;PA;19
2024-06-17;Segovia;44247;5258;181644;31630;243340;20296;40004;469231;57184;11.883291522589102;8.34059340839977;12.186748104877982;SE;17
2024-06-17;Soria;42499;2778;109225;22638;174563;11412;42173;326287;36828;6.536624391162145;6.537467848284001;11.286995804307251;SO;20
2024-06-17;Burgos;78452;4516;394248;92307;560100;41532;9059;1032800;138355;5.756386070463468;7.415104445634708;13.39610766847405;BU;23
2024-06-17;Salamanca;62151;3993;298159;83568;432966;35894;37274;793276;123455;6.424675387363036;8.290258357469177;15.562679319681926;SA;28
2024-06-17;Valladolid;88203;3706;573991;147573;775301;63313;47186;1437495;214592;4.201671144972393;8.166247689607005;14.92819105457758;VA;25
2024-06-17;Zamora;41797;1943;169606;41059;249710;20885;49275;461113;63887;4.648658994664689;8.363701894197268;13.854955292954221;ZA;24
2024-06-17;Castilla y León;543162;32393;2728900;610069;3460026;281474;99999;6732088;923936;5.963782444279976;8.135025574952328;13.724360109374684;CyL;22
2024-06-16;Burgos;78450;4514;394210;92300;560023;41518;9059;1032683;138332;5.753983428935628;7.413624083296579;13.39539820060948;BU;23
2024-06-16;Salamanca;62151;3993;298105;83552;432964;35894;37274;793220;123439;6.424675387363036;8.290296652839498;15.561760923829453;SA;28
2024-06-16;Soria;42499;2778;109205;22633;174536;11411;42173;326240;36822;6.536624391162145;6.537906219920246;11.286782736635606;SO;20
2024-06-16;Valladolid;88203;3707;573898;147560;775224;63304;47186;1437325;214571;4.202804893257599;8.165897856619505;14.928495642947837;VA;25
2024-06-16;Ávila;47659;1998;212147;39721;198399;14261;5019;458205;55980;4.192282674835813;7.188040262299709;12.217239008740629;AV;18
2024-06-16;León;94907;6580;553139;105587;586474;51991;24089;1234520;164158;6.933102932344296;8.86501362379236;13.297313935780707;LE;19
2024-06-16;Zamora;41797;1943;169550;41050;249686;20883;49275;461033;63876;4.648658994664689;8.363704813245436;13.854973505150388;ZA;24
2024-06-16;Castilla y León;543158;32392;2728400;609955;3459760;281444;99999;6731318;923791;5.963642255108089;8.13478391564733;13.72377593808523;CyL;22
2024-06-16;Palencia;43245;1623;236512;45926;239114;21886;34120;518871;69435;3.7530350329517863;9.152956330453256;13.381938863416917;PA;19
2024-06-16;Segovia;44247;5256;181634;31626;243340;20296;40004;469221;57178;11.87877144213167;8.34059340839977;12.185729112720871;SE;17
2024-06-15;León;94907;6580;553074;105571;586470;51991;24089;1234451;164142;6.933102932344296;8.865074087336096;13.296761070305745;LE;19
2024-06-15;Zamora;41797;1943;169523;41045;249683;20882;49275;461003;63870;4.648658994664689;8.363404797282953;13.854573614488409;ZA;24
2024-06-15;Segovia;44247;5256;181627;31624;243339;20296;40004;469213;57176;11.87877144213167;8.340627684012839;12.185510631632116;SE;17
2024-06-15;Soria;42499;2778;109191;22630;174518;11410;42173;326208;36818;6.536624391162145;6.538007540769433;11.286663723759075;SO;20
2024-06-15;Castilla y León;543158;32392;2728193;609901;3459600;281429;99999;6730951;923722;5.963642255108089;8.134726557983582;13.723499101389983;CyL;22
2024-06-15;Ávila;47659;1998;212135;39719;198388;14260;5019;458182;55977;4.192282674835813;7.187934754118193;12.217197532858123;AV;18
2024-06-15;Burgos;78450;4514;394196;92297;559975;41511;9059;1032621;138322;5.753983428935628;7.413009509353097;13.395234069421406;BU;23
2024-06-15;Palencia;43245;1623;236496;45923;239103;21886;34120;518844;69432;3.7530350329517863;9.153377414754312;13.382057034484355;PA;19
2024-06-15;Salamanca;62151;3993;298070;83540;432962;35893;37274;793183;123426;6.424675387363036;8.290103981411763;15.560847874954456;SA;28
2024-06-15;Valladolid;88203;3707;573881;147552;775162;63299;47186;1437246;214558;4.202804893257599;8.165905965462704;14.928411698484462;VA;25
2024-06-14;Valladolid;88203;3707;573870;147546;775096;63291;47186;1437169;214544;4.202804893257599;8.165569168206261;14.92823738892225;VA;25
2024-06-14;Castilla y León;543156;32390;2728007;609848;3459414;281408;99999;6730577;923646;5.963295995993785;8.134556893161674;13.723132504092888;CyL;22
2024-06-14;Palencia;43245;1623;236471;45921;239085;21883;34120;518801;69427;3.7530350329517863;9.152811761507413;13.382202424436345;PA;19
2024-06-14;Zamora;41797;1943;169497;41040;249676;20882;49275;460970;63865;4.648658994664689;8.363639276502347;13.854480768813588;ZA;24
2024-06-14;Ávila;47659;1998;212118;39712;198373;14259;5019;458150;55969;4.192282674835813;7.187974169871908;12.216304703699661;AV;18
2024-06-14;Burgos;78450;4514;394187;92296;559935;41506;9059;1032572;138316;5.753983428935628;7.412646110709279;13.395288657836934;BU;23
2024-06-14;León;94907;6580;553017;105553;586441;51989;24089;1234365;164122;6.933102932344296;8.865171432420311;13.29606720864574;LE;19
2024-06-14;Salamanca;62151;3993;298052;83533;432961;35893;37274;793164;123419;6.424675387363036;8.29012312887304;15.560338088970251;SA;28
2024-06-14;Segovia;44245;5256;181611;31618;243338;20296;40004;469194;57170;11.879308396428975;8.340661959907617;12.184725294867368;SE;17
2024-06-14;Soria;42499;2778;109184;22629;174509;11409;42173;326192;36816;6.536624391162145;6.537771690858351;11.286604208564281;SO;20
2024-06-13;Ávila;47659;1998;212069;39700;198343;14254;5019;458071;55952;4.192282674835813;7.186540487942604;12.21470034121348;AV;18
2024-06-13;León;94907;6580;552872;105520;586429;51989;24089;1234208;164089;6.933102932344296;8.865352838962602;13.295084783115973;LE;19
2024-06-13;Palencia;43245;1623;236426;45909;239067;21881;34120;518738;69413;3.7530350329517863;9.152664315861243;13.381128816473828;PA;19
2024-06-13;Salamanca;62151;3993;298008;83524;432961;35893;37274;793120;123410;6.424675387363036;8.29012312887304;15.560066572523704;SA;28
2024-06-13;Soria;42499;2778;109161;22628;174487;11408;42173;326147;36814;6.536624391162145;6.538022889957418;11.28754825278172;SO;20
2024-06-13;Burgos;78450;4514;394152;92284;559893;41503;9059;1032495;138301;5.753983428935628;7.412666348748778;13.394834841815214;BU;23
2024-06-13;Segovia;44245;5256;181598;31615;243336;20295;40004;469179;57166;11.879308396428975;8.340319558141829;12.184262296479595;SE;17
2024-06-13;Valladolid;88203;3707;573757;147523;775016;63285;47186;1436976;214515;4.202804893257599;8.165637870702023;14.928224270969034;VA;25
2024-06-13;Zamora;41797;1943;169453;41031;249655;20876;49275;460905;63850;4.648658994664689;8.36193947647754;13.85318015643137;ZA;24
2024-06-13;Castilla y León;543156;32392;2727496;609734;3459187;281384;99999;6729839;923510;5.963664214332531;8.134396897305638;13.722616544021335;CyL;22
2024-06-12;Burgos;78448;4514;394124;92276;559841;41496;9059;1032413;138286;5.754130124413624;7.412104508244305;13.394445827396595;BU;23
2024-06-12;León;94903;6578;552734;105486;586387;51983;24089;1234024;164047;6.93128773589876;8.86496460528627;13.293663656460492;LE;19
2024-06-12;Segovia;44245;5256;181586;31612;243335;20295;40004;469166;57163;11.879308396428975;8.340353833192923;12.183960474544191;SE;17
2024-06-12;Palencia;43245;1623;236394;45904;239048;21877;34120;518687;69404;3.7530350329517863;9.151718483317158;13.380709368077474;PA;19
2024-06-12;Soria;42499;2778;109142;22625;174460;11407;42173;326101;36810;6.536624391162145;6.538461538461539;11.28791386717612;SO;20
2024-06-12;Castilla y León;543150;32390;2727047;609620;3458936;281355;99999;6729133;923365;5.963361870569824;8.134148767135327;13.721901469327474;CyL;22
2024-06-12;Ávila;47659;1998;212035;39693;198327;14253;5019;458021;55944;4.192282674835813;7.18661604320138;12.214287117839575;AV;18
2024-06-12;Salamanca;62151;3993;297959;83511;432961;35893;37274;793071;123397;6.424675387363036;8.29012312887304;15.559388755861708;SA;28
2024-06-12;Valladolid;88203;3707;573654;147493;774938;63276;47186;1436795;214476;4.202804893257599;8.165298385161135;14.927390476720756;VA;25
2024-06-12;Zamora;41797;1943;169419;41020;249639;20875;49275;460855;63838;4.648658994664689;8.362074836063275;13.852079287411442;ZA;24
2024-06-11;Palencia;43244;1623;236360;45896;239027;21875;34120;518631;69394;3.753121820368144;9.151685792818384;13.38022601811307;PA;19
2024-06-11;Salamanca;62151;3993;297921;83504;432960;35892;37274;793032;123389;6.424675387363036;8.289911308203992;15.5591451542939;SA;28
2024-06-11;Segovia;44245;5256;181576;31610;243335;20295;40004;469156;57161;11.879308396428975;8.340353833192923;12.183793876663627;SE;17
2024-06-11;Zamora;41797;1943;169392;41016;249624;20873;49275;460813;63832;4.648658994664689;8.361776111271352;13.852039764503171;ZA;24
2024-06-11;Castilla y León;543149;32390;2726599;609519;3458700;281333;99999;6728448;923242;5.963372849807327;8.134067713302686;13.721470389605447;CyL;22
2024-06-11;Ávila;47659;1999;212000;39680;198311;14252;5019;457970;55931;4.1943809144128075;7.186691610651956;12.212808699259776;AV;18
2024-06-11;Burgos;78448;4514;394095;92268;559792;41492;9059;1032335;138274;5.754130124413624;7.412038757252694;13.394295456416764;BU;23
2024-06-11;León;94903;6578;552596;105460;586372;51981;24089;1233871;164019;6.93128773589876;8.864850299809678;13.293042789724371;LE;19
2024-06-11;Soria;42499;2778;109118;22619;174438;11404;42173;326055;36801;6.536624391162145;6.537566355954551;11.28674610111791;SO;20
2024-06-11;Valladolid;88203;3706;573541;147465;774841;63269;47186;1436585;214440;4.201671144972393;8.165417163005054;14.927066619796253;VA;25
2024-06-10;Ávila;47659;1997;211967;39677;198281;14249;5019;457907;55923;4.190184435258818;7.186265955890882;12.212741888636776;AV;18
2024-06-10;Burgos;78448;4515;394068;92261;559732;41483;9059;1032248;138259;5.755404854170916;7.411225372142383;13.393971216219358;BU;23
2024-06-10;Segovia;44245;5258;181569;31608;243335;20295;40004;469149;57161;11.883828681206916;8.340353833192923;12.183975666579276;SE;17
2024-06-10;Valladolid;88203;3706;573430;147443;774755;63256;47186;1436388;214405;4.201671144972393;8.164645597640545;14.926677193070395;VA;25
2024-06-10;Zamora;41797;1943;169351;41006;249589;20868;49275;460737;63817;4.648658994664689;8.36094539422811;13.851069048068638;ZA;24
2024-06-10;Castilla y León;543147;32389;2726125;609424;3458406;281296;99999;6727678;923109;5.963210696183538;8.133689335491553;13.721063939148099;CyL;22
2024-06-10;León;94902;6578;552451;105436;586338;51979;24089;1233691;163993;6.93136077216497;8.865023245977575;13.292874796038879;LE;19
2024-06-10;Palencia;43243;1622;236323;45887;239008;21872;34120;518574;69381;3.7508960987905557;9.151158120230285;13.379189855256914;PA;19
2024-06-10;Salamanca;62151;3993;297873;83487;432958;35894;37274;792982;123374;6.424675387363036;8.290411541073269;15.558234613143803;SA;28
2024-06-10;Soria;42499;2778;109093;22615;174410;11404;42173;326002;36797;6.536624391162145;6.538615905051317;11.287354065312483;SO;20
2024-06-09;Burgos;78448;4514;394036;92258;559682;41481;9059;1032166;138253;5.754130124413624;7.4115301188889395;13.394453992865488;BU;23
2024-06-09;Castilla y León;543145;32389;2725548;609300;3458124;281276;99999;6726817;922965;5.963232654263594;8.13377426604714;13.720679483327702;CyL;22
2024-06-09;León;94901;6577;552286;105409;586313;51979;24089;1233500;163965;6.930380080294202;8.865401244727646;13.292663153627887;LE;19
2024-06-09;Salamanca;62151;3993;297824;83481;432955;35891;37274;792930;123365;6.424675387363036;8.289776073725907;15.558119884479085;SA;28
2024-06-09;Valladolid;88203;3707;573285;147405;774648;63250;47186;1436136;214362;4.202804893257599;8.164998812363809;14.926302244355687;VA;25
2024-06-09;Zamora;41797;1943;169291;40995;249550;20864;49275;460638;63802;4.648658994664689;8.360649168503306;13.850789557092554;ZA;24
2024-06-09;Ávila;47659;1998;211929;39666;198260;14243;5019;457848;55907;4.192282674835813;7.184000807021083;12.210821058517238;AV;18
2024-06-09;Palencia;43242;1623;236278;45881;238990;21872;34120;518510;69376;3.7532954072429585;9.151847357630025;13.379876955121405;PA;19
2024-06-09;Segovia;44245;5256;181551;31601;243335;20295;40004;469131;57152;11.879308396428975;8.340353833192923;12.182524710581905;SE;17
2024-06-09;Soria;42499;2778;109068;22605;174391;11401;42173;325958;36784;6.536624391162145;6.537608018762437;11.28488946428681;SO;20
2024-06-08;Burgos;78448;4514;394022;92257;559646;41480;9059;1032116;138251;5.754130124413624;7.4118281913924156;13.3949090993648;BU;23
2024-06-08;Segovia;44245;5256;181548;31601;243335;20295;40004;469128;57152;11.879308396428975;8.340353833192923;12.182602615917192;SE;17
2024-06-08;Soria;42499;2778;109055;22601;174372;11397;42173;325926;36776;6.536624391162145;6.536026426261097;11.283542890103888;SO;20
2024-06-08;Palencia;43242;1623;236263;45878;238975;21872;34120;518480;69373;3.7532954072429585;9.152421801443666;13.38007251967289;PA;19
2024-06-08;Salamanca;62151;3993;297798;83478;432954;35890;37274;792903;123361;6.424675387363036;8.289564249319788;15.558145195566167;SA;28
2024-06-08;Zamora;41797;1943;169263;40991;249546;20863;49275;460606;63797;4.648658994664689;8.36038245453744;13.850666296140302;ZA;24
2024-06-08;Ávila;47659;1998;211919;39664;198245;14240;5019;457823;55902;4.192282674835813;7.183031097883931;12.21039572061692;AV;18
2024-06-08;León;94899;6577;552241;105405;586308;51977;24089;1233448;163959;6.930526138315472;8.865135730708092;13.292737107685124;LE;19
2024-06-08;Valladolid;88203;3707;573263;147403;774586;63238;47186;1436052;214348;4.202804893257599;8.164103146713211;14.926200443995064;VA;25
2024-06-08;Castilla y León;543143;32389;2725372;609279;3457967;281252;99999;6726482;922920;5.963254612505362;8.13344950949503;13.720693818849139;CyL;22
2024-06-07;Ávila;47659;1998;211899;39656;198228;14238;5019;457786;55892;4.192282674835813;7.182638174223621;12.209198184304457;AV;18
2024-06-07;Burgos;78448;4514;394006;92253;559612;41476;9059;1032066;138243;5.754130124413624;7.411563726296076;13.394782891791804;BU;23
2024-06-07;Palencia;43242;1623;236236;45876;238969;21872;34120;518447;69371;3.7532954072429585;9.152651599161397;13.380538415691479;PA;19
2024-06-07;Salamanca;62151;3993;297773;83472;432954;35890;37274;792878;123355;6.424675387363036;8.289564249319788;15.557879017957365;SA;28
2024-06-07;Soria;42499;2778;109048;22600;174359;11394;42173;325906;36772;6.536624391162145;6.534793156648065;11.283007983897198;SO;20
2024-06-07;Zamora;41797;1943;169241;40985;249539;20862;49275;460577;63790;4.648658994664689;8.360216238744245;13.85001856367122;ZA;24
2024-06-07;Castilla y León;543143;32389;2725127;609231;3457798;281227;99999;6726068;922847;5.963254612505362;8.13312402864482;13.720453019505602;CyL;22
2024-06-07;Valladolid;88203;3707;573221;147395;774522;63228;47186;1435946;214330;4.202804893257599;8.163486640792645;14.92604875113688;VA;25
2024-06-07;León;94899;6577;552168;105395;586280;51972;24089;1233347;163944;6.930526138315472;8.864706283686976;13.29260946027355;LE;19
2024-06-07;Segovia;44245;5256;181535;31599;243335;20295;40004;469115;57150;11.879308396428975;8.340353833192923;12.182513882523475;SE;17
2024-06-06;Ávila;47659;1998;211859;39644;198204;14238;5019;457722;55880;4.192282674835813;7.183507900950536;12.208283630675389;AV;18
2024-06-06;Palencia;43242;1623;236176;45863;238956;21871;34120;518374;69357;3.7532954072429585;9.152731046719898;13.379721976796677;PA;19
2024-06-06;Castilla y León;543141;32388;2724600;609129;3457564;281209;99999;6725305;922726;5.963092456654902;8.133153862083246;13.720210458856513;CyL;22
2024-06-06;Soria;42499;2778;109026;22596;174344;11393;42173;325869;36767;6.536624391162145;6.5347818106731514;11.282754726592588;SO;20
2024-06-06;Valladolid;88203;3707;573132;147376;774447;63224;47186;1435782;214307;4.202804893257599;8.163760722166915;14.926151741698948;VA;25
2024-06-06;Burgos;78448;4514;393976;92245;559563;41469;9059;1031987;138228;5.754130124413624;7.410961768379969;13.394354773848896;BU;23
2024-06-06;León;94898;6576;552025;105374;586259;51969;24089;1233182;163919;6.9295454066471365;8.864512101306762;13.29236073831762;LE;19
2024-06-06;Salamanca;62151;3993;297703;83457;432953;35890;37274;792807;123340;6.424675387363036;8.289583395888238;15.557380295582657;SA;28
2024-06-06;Segovia;44244;5256;181518;31598;243335;20295;40004;469097;57149;11.879576891781937;8.340353833192923;12.18276816948307;SE;17
2024-06-06;Zamora;41797;1943;169185;40976;249503;20860;49275;460485;63779;4.648658994664689;8.360620914377783;13.850396864175815;ZA;24
2024-06-05;Valladolid;88203;3707;572889;147328;774354;63217;47186;1435446;214252;4.202804893257599;8.163837211404603;14.925813997879406;VA;25
2024-06-05;Ávila;47658;1998;211787;39630;198169;14234;5019;457614;55862;4.192370640815812;7.1827581508712255;12.207231422115582;AV;18
2024-06-05;Burgos;78446;4514;393878;92219;559518;41463;9059;1031842;138196;5.7542768273716955;7.410485453551092;13.393135770786612;BU;23
2024-06-05;Salamanca;62151;3993;297586;83421;432952;35890;37274;792689;123304;6.424675387363036;8.289602542545133;15.55515466973807;SA;28
